full_date,date_key,day,month,month_name,month_short,quarter,quarter_label,year,year_quarter,year_month,week_number,day_of_week,day_name,is_weekend,is_month_start,is_month_end
2021-05-11,20210511,11,5,May,May,2,Q2,2021,2021-Q2,2021-05,19,2,Tuesday,0,0,0
2021-05-12,20210512,12,5,May,May,2,Q2,2021,2021-Q2,2021-05,19,3,Wednesday,0,0,0
2021-05-13,20210513,13,5,May,May,2,Q2,2021,2021-Q2,2021-05,19,4,Thursday,0,0,0
2021-05-14,20210514,14,5,May,May,2,Q2,2021,2021-Q2,2021-05,19,5,Friday,0,0,0
2021-05-15,20210515,15,5,May,May,2,Q2,2021,2021-Q2,2021-05,19,6,Saturday,1,0,0
2021-05-16,20210516,16,5,May,May,2,Q2,2021,2021-Q2,2021-05,19,7,Sunday,1,0,0
2021-05-17,20210517,17,5,May,May,2,Q2,2021,2021-Q2,2021-05,20,1,Monday,0,0,0
2021-05-18,20210518,18,5,May,May,2,Q2,2021,2021-Q2,2021-05,20,2,Tuesday,0,0,0
2021-05-19,20210519,19,5,May,May,2,Q2,2021,2021-Q2,2021-05,20,3,Wednesday,0,0,0
2021-05-20,20210520,20,5,May,May,2,Q2,2021,2021-Q2,2021-05,20,4,Thursday,0,0,0
2021-05-21,20210521,21,5,May,May,2,Q2,2021,2021-Q2,2021-05,20,5,Friday,0,0,0
2021-05-22,20210522,22,5,May,May,2,Q2,2021,2021-Q2,2021-05,20,6,Saturday,1,0,0
2021-05-23,20210523,23,5,May,May,2,Q2,2021,2021-Q2,2021-05,20,7,Sunday,1,0,0
2021-05-24,20210524,24,5,May,May,2,Q2,2021,2021-Q2,2021-05,21,1,Monday,0,0,0
2021-05-25,20210525,25,5,May,May,2,Q2,2021,2021-Q2,2021-05,21,2,Tuesday,0,0,0
2021-05-26,20210526,26,5,May,May,2,Q2,2021,2021-Q2,2021-05,21,3,Wednesday,0,0,0
2021-05-27,20210527,27,5,May,May,2,Q2,2021,2021-Q2,2021-05,21,4,Thursday,0,0,0
2021-05-28,20210528,28,5,May,May,2,Q2,2021,2021-Q2,2021-05,21,5,Friday,0,0,0
2021-05-29,20210529,29,5,May,May,2,Q2,2021,2021-Q2,2021-05,21,6,Saturday,1,0,0
2021-05-30,20210530,30,5,May,May,2,Q2,2021,2021-Q2,2021-05,21,7,Sunday,1,0,0
2021-05-31,20210531,31,5,May,May,2,Q2,2021,2021-Q2,2021-05,22,1,Monday,0,0,1
2021-06-01,20210601,1,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,22,2,Tuesday,0,1,0
2021-06-02,20210602,2,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,22,3,Wednesday,0,0,0
2021-06-03,20210603,3,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,22,4,Thursday,0,0,0
2021-06-04,20210604,4,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,22,5,Friday,0,0,0
2021-06-05,20210605,5,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,22,6,Saturday,1,0,0
2021-06-06,20210606,6,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,22,7,Sunday,1,0,0
2021-06-07,20210607,7,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,23,1,Monday,0,0,0
2021-06-08,20210608,8,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,23,2,Tuesday,0,0,0
2021-06-09,20210609,9,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,23,3,Wednesday,0,0,0
2021-06-10,20210610,10,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,23,4,Thursday,0,0,0
2021-06-11,20210611,11,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,23,5,Friday,0,0,0
2021-06-12,20210612,12,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,23,6,Saturday,1,0,0
2021-06-13,20210613,13,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,23,7,Sunday,1,0,0
2021-06-14,20210614,14,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,24,1,Monday,0,0,0
2021-06-15,20210615,15,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,24,2,Tuesday,0,0,0
2021-06-16,20210616,16,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,24,3,Wednesday,0,0,0
2021-06-17,20210617,17,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,24,4,Thursday,0,0,0
2021-06-18,20210618,18,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,24,5,Friday,0,0,0
2021-06-19,20210619,19,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,24,6,Saturday,1,0,0
2021-06-20,20210620,20,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,24,7,Sunday,1,0,0
2021-06-21,20210621,21,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,25,1,Monday,0,0,0
2021-06-22,20210622,22,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,25,2,Tuesday,0,0,0
2021-06-23,20210623,23,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,25,3,Wednesday,0,0,0
2021-06-24,20210624,24,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,25,4,Thursday,0,0,0
2021-06-25,20210625,25,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,25,5,Friday,0,0,0
2021-06-26,20210626,26,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,25,6,Saturday,1,0,0
2021-06-27,20210627,27,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,25,7,Sunday,1,0,0
2021-06-28,20210628,28,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,26,1,Monday,0,0,0
2021-06-29,20210629,29,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,26,2,Tuesday,0,0,0
2021-06-30,20210630,30,6,June,Jun,2,Q2,2021,2021-Q2,2021-06,26,3,Wednesday,0,0,1
2021-07-01,20210701,1,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,26,4,Thursday,0,1,0
2021-07-02,20210702,2,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,26,5,Friday,0,0,0
2021-07-03,20210703,3,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,26,6,Saturday,1,0,0
2021-07-04,20210704,4,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,26,7,Sunday,1,0,0
2021-07-05,20210705,5,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,27,1,Monday,0,0,0
2021-07-06,20210706,6,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,27,2,Tuesday,0,0,0
2021-07-07,20210707,7,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,27,3,Wednesday,0,0,0
2021-07-08,20210708,8,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,27,4,Thursday,0,0,0
2021-07-09,20210709,9,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,27,5,Friday,0,0,0
2021-07-10,20210710,10,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,27,6,Saturday,1,0,0
2021-07-11,20210711,11,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,27,7,Sunday,1,0,0
2021-07-12,20210712,12,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,28,1,Monday,0,0,0
2021-07-13,20210713,13,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,28,2,Tuesday,0,0,0
2021-07-14,20210714,14,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,28,3,Wednesday,0,0,0
2021-07-15,20210715,15,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,28,4,Thursday,0,0,0
2021-07-16,20210716,16,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,28,5,Friday,0,0,0
2021-07-17,20210717,17,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,28,6,Saturday,1,0,0
2021-07-18,20210718,18,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,28,7,Sunday,1,0,0
2021-07-19,20210719,19,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,29,1,Monday,0,0,0
2021-07-20,20210720,20,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,29,2,Tuesday,0,0,0
2021-07-21,20210721,21,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,29,3,Wednesday,0,0,0
2021-07-22,20210722,22,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,29,4,Thursday,0,0,0
2021-07-23,20210723,23,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,29,5,Friday,0,0,0
2021-07-24,20210724,24,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,29,6,Saturday,1,0,0
2021-07-25,20210725,25,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,29,7,Sunday,1,0,0
2021-07-26,20210726,26,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,30,1,Monday,0,0,0
2021-07-27,20210727,27,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,30,2,Tuesday,0,0,0
2021-07-28,20210728,28,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,30,3,Wednesday,0,0,0
2021-07-29,20210729,29,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,30,4,Thursday,0,0,0
2021-07-30,20210730,30,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,30,5,Friday,0,0,0
2021-07-31,20210731,31,7,July,Jul,3,Q3,2021,2021-Q3,2021-07,30,6,Saturday,1,0,1
2021-08-01,20210801,1,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,30,7,Sunday,1,1,0
2021-08-02,20210802,2,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,31,1,Monday,0,0,0
2021-08-03,20210803,3,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,31,2,Tuesday,0,0,0
2021-08-04,20210804,4,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,31,3,Wednesday,0,0,0
2021-08-05,20210805,5,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,31,4,Thursday,0,0,0
2021-08-06,20210806,6,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,31,5,Friday,0,0,0
2021-08-07,20210807,7,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,31,6,Saturday,1,0,0
2021-08-08,20210808,8,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,31,7,Sunday,1,0,0
2021-08-09,20210809,9,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,32,1,Monday,0,0,0
2021-08-10,20210810,10,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,32,2,Tuesday,0,0,0
2021-08-11,20210811,11,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,32,3,Wednesday,0,0,0
2021-08-12,20210812,12,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,32,4,Thursday,0,0,0
2021-08-13,20210813,13,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,32,5,Friday,0,0,0
2021-08-14,20210814,14,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,32,6,Saturday,1,0,0
2021-08-15,20210815,15,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,32,7,Sunday,1,0,0
2021-08-16,20210816,16,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,33,1,Monday,0,0,0
2021-08-17,20210817,17,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,33,2,Tuesday,0,0,0
2021-08-18,20210818,18,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,33,3,Wednesday,0,0,0
2021-08-19,20210819,19,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,33,4,Thursday,0,0,0
2021-08-20,20210820,20,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,33,5,Friday,0,0,0
2021-08-21,20210821,21,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,33,6,Saturday,1,0,0
2021-08-22,20210822,22,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,33,7,Sunday,1,0,0
2021-08-23,20210823,23,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,34,1,Monday,0,0,0
2021-08-24,20210824,24,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,34,2,Tuesday,0,0,0
2021-08-25,20210825,25,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,34,3,Wednesday,0,0,0
2021-08-26,20210826,26,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,34,4,Thursday,0,0,0
2021-08-27,20210827,27,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,34,5,Friday,0,0,0
2021-08-28,20210828,28,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,34,6,Saturday,1,0,0
2021-08-29,20210829,29,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,34,7,Sunday,1,0,0
2021-08-30,20210830,30,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,35,1,Monday,0,0,0
2021-08-31,20210831,31,8,August,Aug,3,Q3,2021,2021-Q3,2021-08,35,2,Tuesday,0,0,1
2021-09-01,20210901,1,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,35,3,Wednesday,0,1,0
